test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,failures_%,time_0,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
org/apache/commons/lang3/text/FormattableUtilsTest.java,6b9c3315885f8f9e4be19db9ef05257035b97bca,5,0,0,0,0,0,0.0,0,0.0,1.3476087649663289,1,1,1,1,14,0,14,0,1,0,0,5,5,5,0,5,0,0,0,5,115,12,84,17,62,19,67,73,12,61,1,1,1,1,0,0.23,5,5,5,5
org/apache/commons/lang3/AnnotationUtilsTest.java,6b9c3315885f8f9e4be19db9ef05257035b97bca,10,0,0,0,0,0,0.0,0.025,0.024,1.3564576188723245,1,1,1,1,7,0,7,0,5,0,0,14,58,60,13,60,46,0,0,14,508,27,462,390,64,19,123,146,103,43,4,4,7,4,1,0.04,19,19,22,17
org/apache/commons/lang3/SystemUtilsTest.java,6b9c3315885f8f9e4be19db9ef05257035b97bca,15,0,0,0,0,0,0.0,0.003,0.004,1.3565175811449686,2,2,2,1,28,0,27,0,1,0,0,15,15,15,0,15,0,0,0,15,507,26,446,70,373,35,373,407,54,353,9,9,9,1,1,0.08,34,34,34,15
org/apache/commons/lang3/StringUtilsEqualsIndexOfTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,37,0,0,0,0,0,0.0,0.015,0.018000000000000002,0.49145784775416057,1,1,1,1,13,0,12,0,2,0,6,44,44,44,2,44,0,0,0,44,768,89,633,109,486,54,495,542,65,477,2,2,3,1,1,0.09,45,45,46,44
org/apache/commons/lang3/exception/ContextedRuntimeExceptionTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,14,0,0,0,0,0,0.0,0.011000000000000001,0.012,0.4916514833768209,1,1,1,1,8,0,7,0,2,0,1,8,8,8,0,8,0,0,0,8,114,14,80,36,45,20,48,57,28,29,1,1,1,1,0,0.25,8,8,8,8
org/apache/commons/lang3/StringUtilsTrimStripTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,11,0,0,0,0,0,0.0,0.006,0.008,0.49125600258509317,1,1,1,1,16,1,14,1,1,0,1,11,11,11,0,11,0,0,0,11,239,28,177,36,137,36,131,143,24,119,1,1,1,1,0,0.2,11,11,11,11
org/apache/commons/lang3/StringUtilsContainsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,22,0,0,0,0,0,0.0,0.002,0.002,0.4919846693674723,1,1,1,1,16,0,14,2,1,0,4,22,22,22,1,22,0,0,0,22,477,41,353,98,267,83,271,298,69,229,4,4,4,1,2,0.24,25,25,25,22
org/apache/commons/lang3/CharSequenceUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,6,0,0,0,0,0,0.0,0.001,0.001,0.4916231433550517,1,1,1,1,9,0,8,0,6,0,1,13,14,14,8,14,7,0,0,7,192,19,145,57,85,28,71,93,38,55,4,4,4,1,3,0.19,19,19,19,13
org/apache/commons/lang3/StringUtilsSubstringTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,14,0,0,0,0,0,0.0,0.005,0.001,0.4915772557258606,1,1,1,1,18,2,16,0,1,0,5,14,14,14,0,14,0,0,0,14,331,51,252,40,203,28,205,220,26,194,1,1,1,1,0,0.11,14,14,14,14
org/apache/commons/lang3/exception/ContextedExceptionTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,14,0,0,0,0,0,0.0,0.006,0.008,0.49109064737955727,1,1,1,1,7,0,7,0,1,0,0,8,8,8,0,8,0,0,0,8,110,14,77,34,44,19,46,55,26,29,1,1,1,1,0,0.25,8,8,8,8
org/apache/commons/lang3/LocaleUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,16,0,0,0,0,0,0.0,0.078,0.091,0.4917726675669352,2,2,2,1,20,0,15,4,1,7,7,24,24,17,0,24,0,7,0,17,597,41,419,105,305,142,214,282,88,194,8,8,8,5,4,0.34,64,64,69,34
org/apache/commons/lang3/StringUtilsStartsEndsWithTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,6,0,0,0,0,0,0.0,0.001,0.001,0.4983633836110433,1,1,1,1,24,3,17,4,1,0,6,6,6,6,0,6,0,0,0,6,199,30,124,23,100,45,100,107,17,90,1,1,1,1,0,0.36,6,6,6,6
org/apache/commons/lang3/StringUtilsIsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,8,0,0,0,0,0,0.0,0.001,0.0,0.49935521284739176,1,1,1,1,16,0,16,0,1,0,0,8,8,8,0,8,0,0,0,8,173,12,142,21,112,19,116,125,13,112,1,1,1,1,0,0.13,8,8,8,8
org/apache/commons/lang3/ArrayUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,298,0,0,0,0,0,0.0,0.027999999999999997,0.027000000000000003,0.4986091494560242,1,1,1,1,14,1,12,0,6,1,0,307,307,306,0,307,0,2,0,305,4993,728,4099,1094,3136,167,2708,3036,778,2258,4,4,4,1,1,0.04,324,324,324,307
org/apache/commons/lang3/StringUtilsEmptyBlankTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,10,0,0,0,0,0,0.0,0,0.0,0.5013190825780233,1,1,1,1,9,0,9,0,1,0,0,10,10,10,0,10,0,0,0,10,143,13,111,25,75,19,79,90,15,75,1,1,1,1,0,0.17,10,10,10,10
org/apache/commons/lang3/StringUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,146,0,0,0,0,0,0.0,0.046,0.059000000000000004,0.49883058071136477,1,1,1,1,18,1,15,1,2,0,27,151,151,151,5,151,0,4,0,147,3231,422,2614,502,2010,209,1890,2125,351,1774,17,17,17,1,4,0.08,226,226,233,151
org/apache/commons/lang3/time/FastDateParserTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,37,0,0,0,0,0,0.0,1.002,1.062,0.4899849851926168,1,1,1,1,10,1,8,0,2,1,14,53,51,52,8,53,1,12,1,39,722,121,550,223,345,62,328,419,185,234,7,7,7,3,4,0.11,84,84,86,57
org/apache/commons/lang3/exception/ExceptionUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,34,0,0,0,0,0,0.0,0.012,0.024,0.4892671863238017,1,1,1,1,9,0,8,0,5,2,4,47,47,45,7,47,0,4,0,43,626,92,487,150,295,50,292,363,111,252,5,5,5,5,2,0.1,64,64,64,51
org/apache/commons/lang3/RandomStringUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,18,0,0,0,0,0,0.0,0.07200000000000001,0.091,0.4904555161794027,4,4,4,1,24,1,20,2,2,0,0,20,20,20,0,20,0,1,0,19,564,58,437,131,308,72,303,387,142,245,12,12,14,1,3,0.16,85,83,92,20
org/apache/commons/lang3/reflect/FieldUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,64,0,0,0,0,0,0.0,0.021,0.027999999999999997,0.4897635300954183,2,2,2,1,18,0,15,1,1,0,4,65,65,65,4,65,0,0,0,65,1355,111,1114,183,791,130,588,761,114,647,13,13,13,1,1,0.12,172,172,172,65
org/apache/commons/lang3/time/StopWatchTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,10,0,0,0,0,0,0.0,4.782,4.7860000000000005,0.4898987849553426,3,3,3,1,22,1,17,2,1,0,0,11,11,11,0,11,0,1,0,10,303,36,214,53,156,53,130,167,42,125,12,12,12,1,1,0.25,36,36,36,11
org/apache/commons/lang3/reflect/TypeUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,22,0,0,0,0,0,0.0,0.027999999999999997,0.038,0.4943622867266337,1,1,1,1,22,0,19,1,21,4,8,29,29,25,17,29,0,0,0,29,851,94,690,229,502,70,522,573,188,385,2,2,2,1,1,0.1,30,30,30,29
org/apache/commons/lang3/ClassUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,57,0,0,0,0,0,0.0,0.011000000000000001,0.012,0.4857540527979533,1,1,1,1,17,1,14,1,28,0,0,61,61,61,0,61,0,4,0,57,1267,150,1015,226,762,113,747,836,157,679,2,2,2,1,1,0.11,69,69,69,61
org/apache/commons/lang3/reflect/MethodUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,29,0,0,0,0,0,0.0,0.032,0.042,0.48587533632914226,1,1,1,1,6,0,6,0,11,31,0,94,94,63,5,94,3,10,0,81,789,94,664,216,402,31,305,428,174,254,4,4,4,1,2,0.05,109,109,109,94
org/apache/commons/lang3/builder/ReflectionDiffBuilderTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,6,0,0,0,0,0,0.0,0,0.002,0.49228071769078574,1,1,1,1,6,0,5,0,3,0,2,9,9,9,21,9,0,0,0,9,131,22,93,67,53,16,58,70,56,14,1,1,1,1,0,0.17,9,9,9,9
org/apache/commons/lang3/builder/RecursiveToStringStyleTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,8,0,0,0,0,0,0.0,0.004,0.001,0.4923059344291687,1,1,1,1,7,0,7,0,3,0,0,10,10,10,7,10,0,0,0,10,164,24,105,46,57,35,67,80,36,44,1,1,1,1,0,0.33,10,10,10,10
org/apache/commons/lang3/builder/DefaultToStringStyleTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,8,0,0,0,0,0,0.0,0,0.001,0.492091965675354,1,1,1,1,7,0,6,0,1,0,0,10,10,10,2,10,0,0,0,10,129,18,91,38,51,20,59,70,28,42,1,1,1,1,0,0.22,10,10,10,10
org/apache/commons/lang3/builder/ReflectionToStringBuilderTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,1,0,0,0,0,0,0.0,0,0.0,0.4918531139691671,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,28,4,8,5,1,16,3,5,4,1,1,1,1,1,0,2.0,1,1,1,1
org/apache/commons/lang3/builder/JsonToStringStyleTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,12,0,0,0,0,0,0.0,0,0.004,0.4918781598409017,2,2,2,1,19,2,17,0,3,0,0,15,15,15,3,15,0,0,0,15,381,62,289,54,201,30,107,147,40,107,9,9,9,1,1,0.1,38,38,38,15
org/apache/commons/lang3/builder/NoClassNameToStringStyleTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,8,0,0,0,0,0,0.0,0,0.0,0.4932311693827311,1,1,1,1,6,0,6,0,1,0,0,10,10,10,1,10,0,0,0,10,127,18,89,36,49,20,57,68,26,42,1,1,1,1,0,0.22,10,10,10,10
org/apache/commons/lang3/builder/ShortPrefixToStringStyleTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,8,0,0,0,0,0,0.0,0,0.0,0.49298801422119143,1,1,1,1,7,0,6,0,1,0,0,10,10,10,2,10,0,0,0,10,129,18,91,38,51,20,59,70,28,42,1,1,1,1,0,0.22,10,10,10,10
org/apache/commons/lang3/builder/ToStringBuilderTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,74,0,0,0,0,0,0.0,0.016,0.017,0.49250535170237225,1,1,1,1,7,0,6,0,15,0,8,93,93,93,19,93,1,1,0,91,1069,122,806,332,474,142,429,542,239,303,3,3,5,1,1,0.18,96,96,98,93
org/apache/commons/lang3/builder/DiffResultTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,9,0,0,0,0,0,0.0,0,0.001,0.4925671180089315,1,1,1,1,6,0,6,0,3,1,3,12,12,11,1,12,0,0,0,12,147,27,101,58,53,19,43,59,42,17,2,2,2,1,1,0.19,13,13,13,12
org/apache/commons/lang3/builder/StandardToStringStyleTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,8,0,0,0,0,0,0.0,0,0.0,0.49257148106892906,1,1,1,1,7,0,6,0,1,0,1,10,10,10,2,10,0,0,0,10,144,20,104,40,62,20,70,81,29,52,1,1,1,1,0,0.19,10,10,10,10
org/apache/commons/lang3/builder/ToStringStyleTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,12,0,0,0,0,0,0.0,0.001,0.0,0.49257194995880127,1,1,1,1,5,0,5,0,3,0,1,12,12,12,3,12,0,0,0,12,138,20,85,46,37,33,43,58,34,24,1,1,1,1,0,0.39,12,12,12,12
org/apache/commons/lang3/builder/DiffBuilderTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,31,0,0,0,0,0,0.0,0.02,0.02,0.49256943464279174,1,1,1,1,10,0,9,0,2,0,1,34,34,34,19,34,0,0,0,34,508,65,407,208,291,36,250,286,170,116,1,1,1,1,0,0.09,34,34,34,34
org/apache/commons/lang3/builder/MultiLineToStringStyleTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,8,0,0,0,0,0,0.0,0,0.0,0.49230008920033774,1,1,1,1,7,0,6,0,1,0,0,10,10,10,2,10,0,0,0,10,129,18,91,38,51,20,59,70,28,42,1,1,1,1,0,0.22,10,10,10,10
org/apache/commons/lang3/builder/SimpleToStringStyleTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,8,0,0,0,0,0,0.0,0,0.001,0.49285249710083007,1,1,1,1,6,0,6,0,1,0,0,10,10,10,1,10,0,0,0,10,127,18,89,36,49,20,57,68,26,42,1,1,1,1,0,0.22,10,10,10,10
org/apache/commons/lang3/builder/NoFieldNamesToStringStyleTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,8,0,0,0,0,0,0.0,0,0.0,0.49256800015767416,1,1,1,1,7,0,6,0,1,0,0,10,10,10,2,10,0,0,0,10,129,18,91,38,51,20,59,70,28,42,1,1,1,1,0,0.22,10,10,10,10
org/apache/commons/lang3/CharUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,24,0,0,0,0,0,0.0,0.006999999999999999,0.008,0.49256513118743894,2,2,2,1,11,0,11,0,1,0,3,24,24,24,0,24,0,0,0,24,363,40,304,73,199,20,193,245,61,184,3,3,8,1,2,0.07,51,51,64,24
org/apache/commons/lang3/CharSetTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,15,0,0,0,0,0,0.0,0.004,0.004,0.4911796490351359,1,1,1,1,27,3,23,1,1,0,0,15,15,15,0,15,0,0,0,15,477,73,375,70,309,57,328,344,55,289,1,1,1,1,0,0.15,15,15,15,15
org/apache/commons/lang3/ObjectUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,38,0,0,0,0,0,0.0,0.079,0.087,0.5051843523979187,1,1,1,1,10,0,8,1,5,0,4,47,47,47,1,47,2,0,0,45,669,96,490,186,302,85,284,351,140,211,6,6,6,1,1,0.17,64,64,64,47
org/apache/commons/lang3/ValidateTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,67,0,0,0,0,0,0.0,0.021,0.025,0.49155621925989784,2,2,2,1,14,0,12,0,1,0,0,67,67,67,0,67,0,0,0,67,1179,115,945,221,617,119,462,616,152,464,4,4,4,1,1,0.13,153,153,153,67
org/apache/commons/lang3/text/StrSubstitutorTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,41,0,0,0,0,0,0.0,0.009000000000000001,0.011000000000000001,0.5074901620546977,1,1,1,1,13,0,9,2,2,0,0,46,46,46,1,46,0,2,1,43,740,81,502,151,335,161,297,359,108,251,9,9,9,1,1,0.32,61,61,61,46
org/apache/commons/lang3/text/StrBuilderAppendInsertTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,51,0,0,0,0,0,0.0,0.004,0.004,0.5074159185091655,1,1,1,1,20,2,16,1,13,0,13,74,74,74,0,74,0,0,0,74,1605,274,1196,195,939,145,786,919,166,753,25,25,25,1,1,0.12,132,132,132,74
org/apache/commons/lang3/text/StrBuilderTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,91,0,0,0,0,0,0.0,0.012,0.009000000000000001,0.5067448337872823,1,1,1,1,18,2,15,0,3,0,1,94,94,94,1,94,0,0,0,94,2009,343,1574,332,1254,102,1189,1328,243,1085,6,6,6,3,2,0.06,137,137,139,96
org/apache/commons/lang3/CharSetUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,11,0,0,0,0,0,0.0,0.003,0.003,0.5028065244356791,1,1,1,1,17,2,15,0,1,0,0,11,11,11,0,11,0,0,0,11,252,41,186,32,143,25,151,163,21,142,1,1,1,1,0,0.13,11,11,11,11
org/apache/commons/lang3/text/StrTokenizerTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,55,0,0,0,0,0,0.0,0.004,0.004,0.504648498694102,1,1,1,1,11,0,10,0,4,0,2,62,62,62,0,62,3,2,2,55,879,127,707,236,510,45,495,573,188,385,6,6,6,1,1,0.06,77,77,77,62
org/apache/commons/lang3/text/StrMatcherTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,14,0,0,0,0,0,0.0,0.001,0.001,0.4930846174558004,1,1,1,1,9,0,9,0,1,0,2,14,14,14,0,14,0,0,0,14,215,22,157,50,108,36,113,128,36,92,1,1,1,1,0,0.23,14,14,14,14
org/apache/commons/lang3/text/FormattableUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,5,0,0,0,0,0,0.0,0,0.001,0.49303611914316814,1,1,1,1,14,0,14,0,1,0,0,5,5,5,0,5,0,0,0,5,115,12,84,17,62,19,67,73,12,61,1,1,1,1,0,0.23,5,5,5,5
org/apache/commons/lang3/AnnotationUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,10,0,0,0,0,0,0.0,0.024,0.034,0.4929838975270589,1,1,1,1,7,0,7,0,5,0,0,14,58,60,13,60,46,0,0,14,508,27,462,390,64,19,123,146,103,43,4,4,7,4,1,0.04,19,19,22,17
org/apache/commons/lang3/reflect/ConstructorUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,8,0,0,0,0,0,0.0,0.006999999999999999,0.009000000000000001,0.49534496863683064,1,1,1,1,7,0,7,0,4,0,0,26,26,26,3,26,1,3,0,22,293,35,239,67,142,19,105,140,53,87,4,4,4,1,1,0.08,31,31,31,26
org/apache/commons/lang3/math/NumberUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,101,0,0,0,0,0,0.0,0.024,0.022000000000000002,0.4952908198038737,1,1,1,1,11,0,10,0,1,0,0,110,110,110,0,110,0,3,6,101,1556,184,1255,270,906,131,775,900,168,732,3,3,3,3,2,0.1,124,124,126,112
org/apache/commons/lang3/text/WordUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,15,0,0,0,0,0,0.0,0.001,0.0,0.509549633661906,1,1,1,1,23,2,20,2,1,0,0,15,15,15,0,15,0,0,0,15,425,56,324,52,272,55,271,287,36,251,1,1,1,1,0,0.17,15,15,15,15
org/apache/commons/lang3/SystemUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,15,0,0,0,0,0,0.0,0.004,0.005,0.49445608059565227,2,2,2,1,28,0,27,0,1,0,0,15,15,15,0,15,0,0,0,15,507,26,446,70,373,35,373,407,54,353,9,9,9,1,1,0.08,34,34,34,15
org/apache/commons/lang3/exception/DefaultExceptionContextTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,8,0,0,0,0,0,0.0,0.003,0.006999999999999999,0.5094436645507813,1,1,1,1,4,0,4,0,1,0,0,2,2,2,0,2,0,0,0,2,40,5,16,9,4,19,7,10,6,4,1,1,1,1,0,1.19,2,2,2,2
org/apache/commons/lang3/time/DurationFormatUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,25,0,0,0,0,0,0.0,0.579,0.475,0.5101396322250367,1,1,1,1,18,1,16,1,1,0,1,28,28,28,0,28,0,3,0,25,631,84,490,103,388,62,332,367,82,285,4,4,4,1,3,0.13,34,34,34,28
org/apache/commons/lang3/StringEscapeUtilsTest.java,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,32,0,0,0,0,0,0.0,0.16699999999999998,0.177,0.5091550191243489,2,2,2,1,14,0,11,1,1,0,2,38,38,38,0,38,0,6,0,32,676,81,506,158,350,96,274,337,111,226,6,6,6,1,2,0.19,76,76,76,38
org/apache/commons/lang3/StringUtilsEqualsIndexOfTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,37,0,0,0,0,0,0.0,0.018000000000000002,0.023,0.4915863871574402,1,1,1,1,13,0,12,0,2,0,6,44,44,44,2,44,0,0,0,44,768,89,633,109,486,54,495,542,65,477,2,2,3,1,1,0.09,45,45,46,44
org/apache/commons/lang3/exception/ContextedRuntimeExceptionTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,14,0,0,0,0,0,0.0,0.012,0.017,0.4915603836377462,1,1,1,1,8,0,7,0,2,0,1,8,8,8,0,8,0,0,0,8,114,14,80,36,45,20,48,57,28,29,1,1,1,1,0,0.25,8,8,8,8
org/apache/commons/lang3/StringUtilsTrimStripTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,11,0,0,0,0,0,0.0,0.008,0.006999999999999999,0.49155733187993367,1,1,1,1,16,1,14,1,1,0,1,11,11,11,0,11,0,0,0,11,239,28,177,36,137,36,131,143,24,119,1,1,1,1,0,0.2,11,11,11,11
org/apache/commons/lang3/StringUtilsContainsTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,22,0,0,0,0,0,0.0,0.002,0.002,0.49161774714787804,1,1,1,1,16,0,14,2,1,0,4,22,22,22,1,22,0,0,0,22,477,41,353,98,267,83,271,298,69,229,4,4,4,1,2,0.24,25,25,25,22
org/apache/commons/lang3/CharSequenceUtilsTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,6,0,0,0,0,0,0.0,0.001,0.001,0.49166670242945354,1,1,1,1,9,0,8,0,6,0,1,13,14,14,8,14,7,0,0,7,192,19,145,57,85,28,71,93,38,55,4,4,4,1,3,0.19,19,19,19,13
org/apache/commons/lang3/StringUtilsSubstringTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,14,0,0,0,0,0,0.0,0.001,0.0,0.49171593189239504,1,1,1,1,18,2,16,0,1,0,5,14,14,14,0,14,0,0,0,14,331,51,252,40,203,28,205,220,26,194,1,1,1,1,0,0.11,14,14,14,14
org/apache/commons/lang3/exception/ContextedExceptionTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,14,0,0,0,0,0,0.0,0.008,0.009000000000000001,0.4917615334192912,1,1,1,1,7,0,7,0,1,0,0,8,8,8,0,8,0,0,0,8,110,14,77,34,44,19,46,55,26,29,1,1,1,1,0,0.25,8,8,8,8
org/apache/commons/lang3/LocaleUtilsTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,16,0,0,0,0,0,0.0,0.091,0.073,0.4918812831242879,2,2,2,1,20,0,15,4,1,7,7,24,24,17,0,24,0,7,0,17,597,41,419,105,305,142,214,282,88,194,8,8,8,5,4,0.34,64,64,69,34
org/apache/commons/lang3/StringUtilsStartsEndsWithTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,6,0,0,0,0,0,0.0,0.001,0.0,0.4919526139895121,1,1,1,1,24,3,17,4,1,0,6,6,6,6,0,6,0,0,0,6,199,30,124,23,100,45,100,107,17,90,1,1,1,1,0,0.36,6,6,6,6
org/apache/commons/lang3/StringUtilsIsTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,8,0,0,0,0,0,0.0,0,0.001,0.4920059005419413,1,1,1,1,16,0,16,0,1,0,0,8,8,8,0,8,0,0,0,8,173,12,142,21,112,19,116,125,13,112,1,1,1,1,0,0.13,8,8,8,8
org/apache/commons/lang3/ArrayUtilsTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,298,0,0,0,0,0,0.0,0.027000000000000003,0.027999999999999997,0.4920575857162476,1,1,1,1,14,1,12,0,6,1,0,307,307,306,0,307,0,2,0,305,4993,728,4099,1094,3136,167,2708,3036,778,2258,4,4,4,1,1,0.04,324,324,324,307
org/apache/commons/lang3/StringUtilsEmptyBlankTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,10,0,0,0,0,0,0.0,0,0.0,0.49234824975331626,1,1,1,1,9,0,9,0,1,0,0,10,10,10,0,10,0,0,0,10,143,13,111,25,75,19,79,90,15,75,1,1,1,1,0,0.17,10,10,10,10
org/apache/commons/lang3/StringUtilsTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,146,0,0,0,0,0,0.0,0.059000000000000004,0.05,0.49237778584162395,1,1,1,1,18,1,15,1,2,0,27,151,151,151,5,151,0,4,0,147,3231,422,2614,502,2010,209,1890,2125,351,1774,17,17,17,1,4,0.08,226,226,233,151
org/apache/commons/lang3/exception/ExceptionUtilsTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,34,0,0,0,0,0,0.0,0.024,0.022000000000000002,0.4918987949689229,1,1,1,1,9,0,8,0,5,2,4,47,47,45,7,47,0,4,0,43,626,92,487,150,295,50,292,363,111,252,5,5,5,5,2,0.1,64,64,64,51
org/apache/commons/lang3/RandomStringUtilsTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,18,0,0,0,0,0,0.0,0.091,0.09,0.4918861031532288,4,4,4,1,24,1,20,2,2,0,0,20,20,20,0,20,0,1,0,19,564,58,437,131,308,72,303,387,142,245,12,12,14,1,3,0.16,85,83,92,20
org/apache/commons/lang3/reflect/TypeUtilsTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,22,0,0,0,0,0,0.0,0.038,0.034,0.4906358003616333,1,1,1,1,22,0,19,1,21,4,8,29,29,25,17,29,0,0,0,29,851,94,690,229,502,70,522,573,188,385,2,2,2,1,1,0.1,30,30,30,29
org/apache/commons/lang3/reflect/FieldUtilsTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,64,0,0,0,0,0,0.0,0.027999999999999997,0.026000000000000002,0.4924793084462484,2,2,2,1,18,0,15,1,1,0,4,65,65,65,4,65,0,0,0,65,1355,111,1114,183,791,130,588,761,114,647,13,13,13,1,1,0.12,172,172,172,65
org/apache/commons/lang3/time/StopWatchTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,10,0,0,0,0,0,0.0,4.7860000000000005,4.779,0.4923796494801839,3,3,3,1,22,1,17,2,1,0,0,11,11,11,0,11,0,1,0,10,303,36,214,53,156,53,130,167,42,125,12,12,12,1,1,0.25,36,36,36,11
org/apache/commons/lang3/ClassUtilsTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,57,0,0,0,0,0,0.0,0.012,0.012,0.4915679653485616,1,1,1,1,17,1,14,1,28,0,0,61,61,61,0,61,0,4,0,57,1267,150,1015,226,762,113,747,836,157,679,2,2,2,1,1,0.11,69,69,69,61
org/apache/commons/lang3/reflect/MethodUtilsTest.java,4282efae5f4ab456cef3acac5574f13f4f450b9e,29,0,0,0,0,0,0.0,0.042,0.035,0.49146363337834675,1,1,1,1,6,0,6,0,11,31,0,94,94,63,5,94,3,10,0,81,789,94,664,216,402,31,305,428,174,254,4,4,4,1,2,0.05,109,109,109,94
